           t           x           y          vx          vy
     0.54600     1.05360     1.05360     0.10000     0.10000
     0.54700     1.05370     1.05370     0.10000     0.10000
     0.54800     1.05380     1.05380     0.10000     0.10000
     0.54900     1.05390     1.05390     0.10000     0.10000
     0.55000     1.05400     1.05400     0.10000     0.10000
     0.55100     1.05410     1.05410     0.10000     0.10000
     0.55200     1.05420     1.05420     0.10000     0.10000
     0.55300     1.05430     1.05430     0.10000     0.10000
     0.55400     1.05440     1.05440     0.10000     0.10000
     0.55500     1.05450     1.05450     0.10000     0.10000
     0.55600     1.05460     1.05460     0.10000     0.10000
     0.55700     1.05470     1.05470     0.10000     0.10000
     0.55800     1.05480     1.05480     0.10000     0.10000
     0.55900     1.05490     1.05490     0.10000     0.10000
     0.56000     1.05500     1.05500     0.10000     0.10000
     0.56100     1.05510     1.05510     0.10000     0.10000
     0.56200     1.05520     1.05520     0.10000     0.10000
     0.56300     1.05530     1.05530     0.10000     0.10000
     0.56400     1.05540     1.05540     0.10000     0.10000
     0.56500     1.05550     1.05550     0.10000     0.10000
     0.56600     1.05560     1.05560     0.10000     0.10000
     0.56700     1.05570     1.05570     0.10000     0.10000
     0.56800     1.05580     1.05580     0.10000     0.10000
     0.56900     1.05590     1.05590     0.10000     0.10000
     0.57000     1.05600     1.05600     0.10000     0.10000
     0.57100     1.05610     1.05610     0.10000     0.10000
     0.57200     1.05620     1.05620     0.10000     0.10000
     0.57300     1.05630     1.05630     0.10000     0.10000
     0.57400     1.05640     1.05640     0.10000     0.10000
     0.57500     1.05650     1.05650     0.10000     0.10000
     0.57600     1.05660     1.05660     0.10000     0.10000
     0.57700     1.05670     1.05670     0.10000     0.10000
     0.57800     1.05680     1.05680     0.10000     0.10000
     0.57900     1.05690     1.05690     0.10000     0.10000
     0.58000     1.05700     1.05700     0.10000     0.10000
     0.58100     1.05710     1.05710     0.10000     0.10000
     0.58200     1.05720     1.05720     0.10000     0.10000
     0.58300     1.05730     1.05730     0.10000     0.10000
     0.58400     1.05740     1.05740     0.10000     0.10000
     0.58500     1.05750     1.05750     0.10000     0.10000
     0.58600     1.05760     1.05760     0.10000     0.10000
     0.58700     1.05770     1.05770     0.10000     0.10000
     0.58800     1.05780     1.05780     0.10000     0.10000
     0.58900     1.05790     1.05790     0.10000     0.10000
     0.59000     1.05800     1.05800     0.10000     0.10000
     0.59100     1.05810     1.05810     0.10000     0.10000
     0.59200     1.05820     1.05820     0.10000     0.10000
     0.59300     1.05830     1.05830     0.10000     0.10000
     0.59400     1.05840     1.05840     0.10000     0.10000
     0.59500     1.05850     1.05850     0.10000     0.10000
     0.59600     1.05860     1.05860     0.10000     0.10000
     0.59700     1.05870     1.05870     0.10000     0.10000
     0.59800     1.05880     1.05880     0.10000     0.10000
     0.59900     1.05890     1.05890     0.10000     0.10000
     0.60000     1.05900     1.05900     0.10000     0.10000
     0.60100     1.05910     1.05910     0.10000     0.10000
     0.60200     1.05920     1.05920     0.10000     0.10000
     0.60300     1.05930     1.05930     0.10000     0.10000
     0.60400     1.05940     1.05940     0.10000     0.10000
     0.60500     1.05950     1.05950     0.10000     0.10000
     0.60600     1.05960     1.05960     0.10000     0.10000
     0.60700     1.05970     1.05970     0.10000     0.10000
     0.60800     1.05980     1.05980     0.10000     0.10000
     0.60900     1.05990     1.05990     0.10000     0.10000
     0.61000     1.06000     1.06000     0.10000     0.10000
     0.61100     1.06010     1.06010     0.10000     0.10000
     0.61200     1.06020     1.06020     0.10000     0.10000
     0.61300     1.06030     1.06030     0.10000     0.10000
     0.61400     1.06040     1.06040     0.10000     0.10000
     0.61500     1.06050     1.06050     0.10000     0.10000
     0.61600     1.06060     1.06060     0.10000     0.10000
     0.61700     1.06070     1.06070     0.10000     0.10000
     0.61800     1.06080     1.06080     0.10000     0.10000
     0.61900     1.06090     1.06090     0.10000     0.10000
     0.62000     1.06100     1.06100     0.10000     0.10000
     0.62100     1.06110     1.06110     0.10000     0.10000
     0.62200     1.06120     1.06120     0.10000     0.10000
     0.62300     1.06130     1.06130     0.10000     0.10000
     0.62400     1.06140     1.06140     0.10000     0.10000
     0.62500     1.06150     1.06150     0.10000     0.10000
     0.62600     1.06160     1.06160     0.10000     0.10000
     0.62700     1.06170     1.06170     0.10000     0.10000
     0.62800     1.06180     1.06180     0.10000     0.10000
     0.62900     1.06190     1.06190     0.10000     0.10000
     0.63000     1.06200     1.06200     0.10000     0.10000
     0.63100     1.06210     1.06210     0.10000     0.10000
     0.63200     1.06220     1.06220     0.10000     0.10000
     0.63300     1.06230     1.06230     0.10000     0.10000
     0.63400     1.06240     1.06240     0.10000     0.10000
     0.63500     1.06250     1.06250     0.10000     0.10000
     0.63600     1.06260     1.06260     0.10000     0.10000
     0.63700     1.06270     1.06270     0.10000     0.10000
     0.63800     1.06280     1.06280     0.10000     0.10000
     0.63900     1.06290     1.06290     0.10000     0.10000
     0.64000     1.06300     1.06300     0.10000     0.10000
     0.64100     1.06310     1.06310     0.10000     0.10000
     0.64200     1.06320     1.06320     0.10000     0.10000
     0.64300     1.06330     1.06330     0.10000     0.10000
     0.64400     1.06340     1.06340     0.10000     0.10000
     0.64500     1.06350     1.06350     0.10000     0.10000
     0.64600     1.06360     1.06360     0.10000     0.10000
     0.64700     1.06370     1.06370     0.10000     0.10000
     0.64800     1.06380     1.06380     0.10000     0.10000
     0.64900     1.06390     1.06390     0.10000     0.10000
     0.65000     1.06400     1.06400     0.10000     0.10000
     0.65100     1.06410     1.06410     0.10000     0.10000
     0.65200     1.06420     1.06420     0.10000     0.10000
     0.65300     1.06430     1.06430     0.10000     0.10000
     0.65400     1.06440     1.06440     0.10000     0.10000
     0.65500     1.06450     1.06450     0.10000     0.10000
     0.65600     1.06460     1.06460     0.10000     0.10000
     0.65700     1.06470     1.06470     0.10000     0.10000
     0.65800     1.06480     1.06480     0.10000     0.10000
     0.65900     1.06490     1.06490     0.10000     0.10000
     0.66000     1.06500     1.06500     0.10000     0.10000
     0.66100     1.06510     1.06510     0.10000     0.10000
     0.66200     1.06520     1.06520     0.10000     0.10000
     0.66300     1.06530     1.06530     0.10000     0.10000
     0.66400     1.06540     1.06540     0.10000     0.10000
     0.66500     1.06550     1.06550     0.10000     0.10000
     0.66600     1.06560     1.06560     0.10000     0.10000
     0.66700     1.06570     1.06570     0.10000     0.10000
     0.66800     1.06580     1.06580     0.10000     0.10000
     0.66900     1.06590     1.06590     0.10000     0.10000
     0.67000     1.06600     1.06600     0.10000     0.10000
     0.67100     1.06610     1.06610     0.10000     0.10000
     0.67200     1.06620     1.06620     0.10000     0.10000
     0.67300     1.06630     1.06630     0.10000     0.10000
     0.67400     1.06640     1.06640     0.10000     0.10000
     0.67500     1.06650     1.06650     0.10000     0.10000
     0.67600     1.06660     1.06660     0.10000     0.10000
     0.67700     1.06670     1.06670     0.10000     0.10000
     0.67800     1.06680     1.06680     0.10000     0.10000
     0.67900     1.06690     1.06690     0.10000     0.10000
     0.68000     1.06700     1.06700     0.10000     0.10000
     0.68100     1.06710     1.06710     0.10000     0.10000
     0.68200     1.06720     1.06720     0.10000     0.10000
     0.68300     1.06730     1.06730     0.10000     0.10000
     0.68400     1.06740     1.06740     0.10000     0.10000
     0.68500     1.06750     1.06750     0.10000     0.10000
     0.68600     1.06760     1.06760     0.10000     0.10000
     0.68700     1.06770     1.06770     0.10000     0.10000
     0.68800     1.06780     1.06780     0.10000     0.10000
     0.68900     1.06790     1.06790     0.10000     0.10000
     0.69000     1.06800     1.06800     0.10000     0.10000
     0.69100     1.06810     1.06810     0.10000     0.10000
     0.69200     1.06820     1.06820     0.10000     0.10000
     0.69300     1.06830     1.06830     0.10000     0.10000
     0.69400     1.06840     1.06840     0.10000     0.10000
     0.69500     1.06850     1.06850     0.10000     0.10000
     0.69600     1.06860     1.06860     0.10000     0.10000
     0.69700     1.06870     1.06870     0.10000     0.10000
     0.69800     1.06880     1.06880     0.10000     0.10000
     0.69900     1.06890     1.06890     0.10000     0.10000
     0.70000     1.06900     1.06900     0.10000     0.10000
     0.70100     1.06910     1.06910     0.10000     0.10000
     0.70200     1.06920     1.06920     0.10000     0.10000
     0.70300     1.06930     1.06930     0.10000     0.10000
     0.70400     1.06940     1.06940     0.10000     0.10000
     0.70500     1.06950     1.06950     0.10000     0.10000
     0.70600     1.06960     1.06960     0.10000     0.10000
     0.70700     1.06970     1.06970     0.10000     0.10000
     0.70800     1.06980     1.06980     0.10000     0.10000
     0.70900     1.06990     1.06990     0.10000     0.10000
     0.71000     1.07000     1.07000     0.10000     0.10000
     0.71100     1.07010     1.07010     0.10000     0.10000
     0.71200     1.07020     1.07020     0.10000     0.10000
     0.71300     1.07030     1.07030     0.10000     0.10000
     0.71400     1.07040     1.07040     0.10000     0.10000
     0.71500     1.07050     1.07050     0.10000     0.10000
     0.71600     1.07060     1.07060     0.10000     0.10000
     0.71700     1.07070     1.07070     0.10000     0.10000
     0.71800     1.07080     1.07080     0.10000     0.10000
     0.71900     1.07090     1.07090     0.10000     0.10000
     0.72000     1.07100     1.07100     0.10000     0.10000
     0.72100     1.07110     1.07110     0.10000     0.10000
     0.72200     1.07120     1.07120     0.10000     0.10000
     0.72300     1.07130     1.07130     0.10000     0.10000
     0.72400     1.07140     1.07140     0.10000     0.10000
     0.72500     1.07150     1.07150     0.10000     0.10000
     0.72600     1.07160     1.07160     0.10000     0.10000
     0.72700     1.07170     1.07170     0.10000     0.10000
     0.72800     1.07180     1.07180     0.10000     0.10000
     0.72900     1.07190     1.07190     0.10000     0.10000
     0.73000     1.07200     1.07200     0.10000     0.10000
     0.73100     1.07210     1.07210     0.10000     0.10000
     0.73200     1.07220     1.07220     0.10000     0.10000
     0.73300     1.07230     1.07230     0.10000     0.10000
     0.73400     1.07240     1.07240     0.10000     0.10000
     0.73500     1.07250     1.07250     0.10000     0.10000
     0.73600     1.07260     1.07260     0.10000     0.10000
     0.73700     1.07270     1.07270     0.10000     0.10000
     0.73800     1.07280     1.07280     0.10000     0.10000
     0.73900     1.07290     1.07290     0.10000     0.10000
     0.74000     1.07300     1.07300     0.10000     0.10000
     0.74100     1.07310     1.07310     0.10000     0.10000
     0.74200     1.07320     1.07320     0.10000     0.10000
     0.74300     1.07330     1.07330     0.10000     0.10000
     0.74400     1.07340     1.07340     0.10000     0.10000
     0.74500     1.07350     1.07350     0.10000     0.10000
     0.74600     1.07360     1.07360     0.10000     0.10000
     0.74700     1.07370     1.07370     0.10000     0.10000
     0.74800     1.07380     1.07380     0.10000     0.10000
     0.74900     1.07390     1.07390     0.10000     0.10000
     0.75000     1.07400     1.07400     0.10000     0.10000
     0.75100     1.07410     1.07410     0.10000     0.10000
     0.75200     1.07420     1.07420     0.10000     0.10000
     0.75300     1.07430     1.07430     0.10000     0.10000
     0.75400     1.07440     1.07440     0.10000     0.10000
     0.75500     1.07450     1.07450     0.10000     0.10000
     0.75600     1.07460     1.07460     0.10000     0.10000
     0.75700     1.07470     1.07470     0.10000     0.10000
     0.75800     1.07480     1.07480     0.10000     0.10000
     0.75900     1.07490     1.07490     0.10000     0.10000
     0.76000     1.07500     1.07500     0.10000     0.10000
     0.76100     1.07510     1.07510     0.10000     0.10000
     0.76200     1.07520     1.07520     0.10000     0.10000
     0.76300     1.07530     1.07530     0.10000     0.10000
     0.76400     1.07540     1.07540     0.10000     0.10000
     0.76500     1.07550     1.07550     0.10000     0.10000
     0.76600     1.07560     1.07560     0.10000     0.10000
     0.76700     1.07570     1.07570     0.10000     0.10000
     0.76800     1.07580     1.07580     0.10000     0.10000
     0.76900     1.07590     1.07590     0.10000     0.10000
     0.77000     1.07600     1.07600     0.10000     0.10000
     0.77100     1.07610     1.07610     0.10000     0.10000
     0.77200     1.07620     1.07620     0.10000     0.10000
     0.77300     1.07630     1.07630     0.10000     0.10000
     0.77400     1.07640     1.07640     0.10000     0.10000
     0.77500     1.07650     1.07650     0.10000     0.10000
     0.77600     1.07660     1.07660     0.10000     0.10000
     0.77700     1.07670     1.07670     0.10000     0.10000
     0.77800     1.07680     1.07680     0.10000     0.10000
     0.77900     1.07690     1.07690     0.10000     0.10000
     0.78000     1.07700     1.07700     0.10000     0.10000
     0.78100     1.07710     1.07710     0.10000     0.10000
     0.78200     1.07720     1.07720     0.10000     0.10000
     0.78300     1.07730     1.07730     0.10000     0.10000
     0.78400     1.07740     1.07740     0.10000     0.10000
     0.78500     1.07750     1.07750     0.10000     0.10000
     0.78600     1.07760     1.07760     0.10000     0.10000
     0.78700     1.07770     1.07770     0.10000     0.10000
     0.78800     1.07780     1.07780     0.10000     0.10000
     0.78900     1.07790     1.07790     0.10000     0.10000
     0.79000     1.07800     1.07800     0.10000     0.10000
     0.79100     1.07810     1.07810     0.10000     0.10000
     0.79200     1.07820     1.07820     0.10000     0.10000
     0.79300     1.07830     1.07830     0.10000     0.10000
     0.79400     1.07840     1.07840     0.10000     0.10000
     0.79500     1.07850     1.07850     0.10000     0.10000
     0.79600     1.07860     1.07860     0.10000     0.10000
     0.79700     1.07870     1.07870     0.10000     0.10000
     0.79800     1.07880     1.07880     0.10000     0.10000
     0.79900     1.07890     1.07890     0.10000     0.10000
     0.80000     1.07900     1.07900     0.10000     0.10000
     0.80100     1.07910     1.07910     0.10000     0.10000
     0.80200     1.07920     1.07920     0.10000     0.10000
     0.80300     1.07930     1.07930     0.10000     0.10000
     0.80400     1.07940     1.07940     0.10000     0.10000
     0.80500     1.07950     1.07950     0.10000     0.10000
     0.80600     1.07960     1.07960     0.10000     0.10000
     0.80700     1.07970     1.07970     0.10000     0.10000
     0.80800     1.07980     1.07980     0.10000     0.10000
     0.80900     1.07990     1.07990     0.10000     0.10000
     0.81000     1.08000     1.08000     0.10000     0.10000
     0.81100     1.08010     1.08010     0.10000     0.10000
     0.81200     1.08020     1.08020     0.10000     0.10000
     0.81300     1.08030     1.08030     0.10000     0.10000
     0.81400     1.08040     1.08040     0.10000     0.10000
     0.81500     1.08050     1.08050     0.10000     0.10000
     0.81600     1.08060     1.08060     0.10000     0.10000
     0.81700     1.08070     1.08070     0.10000     0.10000
     0.81800     1.08080     1.08080     0.10000     0.10000
     0.81900     1.08090     1.08090     0.10000     0.10000
     0.82000     1.08100     1.08100     0.10000     0.10000
     0.82100     1.08110     1.08110     0.10000     0.10000
     0.82200     1.08120     1.08120     0.10000     0.10000
     0.82300     1.08130     1.08130     0.10000     0.10000
     0.82400     1.08140     1.08140     0.10000     0.10000
     0.82500     1.08150     1.08150     0.10000     0.10000
     0.82600     1.08160     1.08160     0.10000     0.10000
     0.82700     1.08170     1.08170     0.10000     0.10000
     0.82800     1.08180     1.08180     0.10000     0.10000
     0.82900     1.08190     1.08190     0.10000     0.10000
     0.83000     1.08200     1.08200     0.10000     0.10000
     0.83100     1.08210     1.08210     0.10000     0.10000
     0.83200     1.08220     1.08220     0.10000     0.10000
     0.83300     1.08230     1.08230     0.10000     0.10000
     0.83400     1.08240     1.08240     0.10000     0.10000
     0.83500     1.08250     1.08250     0.10000     0.10000
     0.83600     1.08260     1.08260     0.10000     0.10000
     0.83700     1.08270     1.08270     0.10000     0.10000
     0.83800     1.08280     1.08280     0.10000     0.10000
     0.83900     1.08290     1.08290     0.10000     0.10000
     0.84000     1.08300     1.08300     0.10000     0.10000
     0.84100     1.08310     1.08310     0.10000     0.10000
     0.84200     1.08320     1.08320     0.10000     0.10000
     0.84300     1.08330     1.08330     0.10000     0.10000
     0.84400     1.08340     1.08340     0.10000     0.10000
     0.84500     1.08350     1.08350     0.10000     0.10000
     0.84600     1.08360     1.08360     0.10000     0.10000
     0.84700     1.08370     1.08370     0.10000     0.10000
     0.84800     1.08380     1.08380     0.10000     0.10000
     0.84900     1.08390     1.08390     0.10000     0.10000
     0.85000     1.08400     1.08400     0.10000     0.10000
     0.85100     1.08410     1.08410     0.10000     0.10000
     0.85200     1.08420     1.08420     0.10000     0.10000
     0.85300     1.08430     1.08430     0.10000     0.10000
     0.85400     1.08440     1.08440     0.10000     0.10000
     0.85500     1.08450     1.08450     0.10000     0.10000
     0.85600     1.08460     1.08460     0.10000     0.10000
     0.85700     1.08470     1.08470     0.10000     0.10000
     0.85800     1.08480     1.08480     0.10000     0.10000
     0.85900     1.08490     1.08490     0.10000     0.10000
     0.86000     1.08500     1.08500     0.10000     0.10000
     0.86100     1.08510     1.08510     0.10000     0.10000
     0.86200     1.08520     1.08520     0.10000     0.10000
     0.86300     1.08530     1.08530     0.10000     0.10000
     0.86400     1.08540     1.08540     0.10000     0.10000
     0.86500     1.08550     1.08550     0.10000     0.10000
     0.86600     1.08560     1.08560     0.10000     0.10000
     0.86700     1.08570     1.08570     0.10000     0.10000
     0.86800     1.08580     1.08580     0.10000     0.10000
     0.86900     1.08590     1.08590     0.10000     0.10000
     0.87000     1.08600     1.08600     0.10000     0.10000
     0.87100     1.08610     1.08610     0.10000     0.10000
     0.87200     1.08620     1.08620     0.10000     0.10000
     0.87300     1.08630     1.08630     0.10000     0.10000
     0.87400     1.08640     1.08640     0.10000     0.10000
     0.87500     1.08650     1.08650     0.10000     0.10000
     0.87600     1.08660     1.08660     0.10000     0.10000
     0.87700     1.08670     1.08670     0.10000     0.10000
     0.87800     1.08680     1.08680     0.10000     0.10000
     0.87900     1.08690     1.08690     0.10000     0.10000
     0.88000     1.08700     1.08700     0.10000     0.10000
     0.88100     1.08710     1.08710     0.10000     0.10000
     0.88200     1.08720     1.08720     0.10000     0.10000
     0.88300     1.08730     1.08730     0.10000     0.10000
     0.88400     1.08740     1.08740     0.10000     0.10000
     0.88500     1.08750     1.08750     0.10000     0.10000
     0.88600     1.08760     1.08760     0.10000     0.10000
     0.88700     1.08770     1.08770     0.10000     0.10000
     0.88800     1.08780     1.08780     0.10000     0.10000
     0.88900     1.08790     1.08790     0.10000     0.10000
     0.89000     1.08800     1.08800     0.10000     0.10000
     0.89100     1.08810     1.08810     0.10000     0.10000
     0.89200     1.08820     1.08820     0.10000     0.10000
     0.89300     1.08830     1.08830     0.10000     0.10000
     0.89400     1.08840     1.08840     0.10000     0.10000
     0.89500     1.08850     1.08850     0.10000     0.10000
     0.89600     1.08860     1.08860     0.10000     0.10000
     0.89700     1.08870     1.08870     0.10000     0.10000
     0.89800     1.08880     1.08880     0.10000     0.10000
     0.89900     1.08890     1.08890     0.10000     0.10000
     0.90000     1.08900     1.08900     0.10000     0.10000
     0.90100     1.08910     1.08910     0.10000     0.10000
     0.90200     1.08920     1.08920     0.10000     0.10000
     0.90300     1.08930     1.08930     0.10000     0.10000
     0.90400     1.08940     1.08940     0.10000     0.10000
     0.90500     1.08950     1.08950     0.10000     0.10000
     0.90600     1.08960     1.08960     0.10000     0.10000
     0.90700     1.08970     1.08970     0.10000     0.10000
     0.90800     1.08980     1.08980     0.10000     0.10000
     0.90900     1.08990     1.08990     0.10000     0.10000
     0.91000     1.09000     1.09000     0.10000     0.10000
     0.91100     1.09010     1.09010     0.10000     0.10000
     0.91200     1.09020     1.09020     0.10000     0.10000
     0.91300     1.09030     1.09030     0.10000     0.10000
     0.91400     1.09040     1.09040     0.10000     0.10000
     0.91500     1.09050     1.09050     0.10000     0.10000
     0.91600     1.09060     1.09060     0.10000     0.10000
     0.91700     1.09070     1.09070     0.10000     0.10000
     0.91800     1.09080     1.09080     0.10000     0.10000
     0.91900     1.09090     1.09090     0.10000     0.10000
     0.92000     1.09100     1.09100     0.10000     0.10000
     0.92100     1.09110     1.09110     0.10000     0.10000
     0.92200     1.09120     1.09120     0.10000     0.10000
     0.92300     1.09130     1.09130     0.10000     0.10000
     0.92400     1.09140     1.09140     0.10000     0.10000
     0.92500     1.09150     1.09150     0.10000     0.10000
     0.92600     1.09160     1.09160     0.10000     0.10000
     0.92700     1.09170     1.09170     0.10000     0.10000
     0.92800     1.09180     1.09180     0.10000     0.10000
     0.92900     1.09190     1.09190     0.10000     0.10000
     0.93000     1.09200     1.09200     0.10000     0.10000
     0.93100     1.09210     1.09210     0.10000     0.10000
     0.93200     1.09220     1.09220     0.10000     0.10000
     0.93300     1.09230     1.09230     0.10000     0.10000
     0.93400     1.09240     1.09240     0.10000     0.10000
     0.93500     1.09250     1.09250     0.10000     0.10000
     0.93600     1.09260     1.09260     0.10000     0.10000
     0.93700     1.09270     1.09270     0.10000     0.10000
     0.93800     1.09280     1.09280     0.10000     0.10000
     0.93900     1.09290     1.09290     0.10000     0.10000
     0.94000     1.09300     1.09300     0.10000     0.10000
     0.94100     1.09310     1.09310     0.10000     0.10000
     0.94200     1.09320     1.09320     0.10000     0.10000
     0.94300     1.09330     1.09330     0.10000     0.10000
     0.94400     1.09340     1.09340     0.10000     0.10000
     0.94500     1.09350     1.09350     0.10000     0.10000
     0.94600     1.09360     1.09360     0.10000     0.10000
     0.94700     1.09370     1.09370     0.10000     0.10000
     0.94800     1.09380     1.09380     0.10000     0.10000
     0.94900     1.09390     1.09390     0.10000     0.10000
     0.95000     1.09400     1.09400     0.10000     0.10000
     0.95100     1.09410     1.09410     0.10000     0.10000
     0.95200     1.09420     1.09420     0.10000     0.10000
     0.95300     1.09430     1.09430     0.10000     0.10000
     0.95400     1.09440     1.09440     0.10000     0.10000
     0.95500     1.09450     1.09450     0.10000     0.10000
     0.95600     1.09460     1.09460     0.10000     0.10000
     0.95700     1.09470     1.09470     0.10000     0.10000
     0.95800     1.09480     1.09480     0.10000     0.10000
     0.95900     1.09490     1.09490     0.10000     0.10000
     0.96000     1.09500     1.09500     0.10000     0.10000
     0.96100     1.09510     1.09510     0.10000     0.10000
     0.96200     1.09520     1.09520     0.10000     0.10000
     0.96300     1.09530     1.09530     0.10000     0.10000
     0.96400     1.09540     1.09540     0.10000     0.10000
     0.96500     1.09550     1.09550     0.10000     0.10000
     0.96600     1.09560     1.09560     0.10000     0.10000
     0.96700     1.09570     1.09570     0.10000     0.10000
     0.96800     1.09580     1.09580     0.10000     0.10000
     0.96900     1.09590     1.09590     0.10000     0.10000
     0.97000     1.09600     1.09600     0.10000     0.10000
     0.97100     1.09610     1.09610     0.10000     0.10000
     0.97200     1.09620     1.09620     0.10000     0.10000
     0.97300     1.09630     1.09630     0.10000     0.10000
     0.97400     1.09640     1.09640     0.10000     0.10000
     0.97500     1.09650     1.09650     0.10000     0.10000
     0.97600     1.09660     1.09660     0.10000     0.10000
     0.97700     1.09670     1.09670     0.10000     0.10000
     0.97800     1.09680     1.09680     0.10000     0.10000
     0.97900     1.09690     1.09690     0.10000     0.10000
     0.98000     1.09700     1.09700     0.10000     0.10000
     0.98100     1.09710     1.09710     0.10000     0.10000
     0.98200     1.09720     1.09720     0.10000     0.10000
     0.98300     1.09730     1.09730     0.10000     0.10000
     0.98400     1.09740     1.09740     0.10000     0.10000
     0.98500     1.09750     1.09750     0.10000     0.10000
     0.98600     1.09760     1.09760     0.10000     0.10000
     0.98700     1.09770     1.09770     0.10000     0.10000
     0.98800     1.09780     1.09780     0.10000     0.10000
     0.98900     1.09790     1.09790     0.10000     0.10000
     0.99000     1.09800     1.09800     0.10000     0.10000
     0.99100     1.09810     1.09810     0.10000     0.10000
     0.99200     1.09820     1.09820     0.10000     0.10000
     0.99300     1.09830     1.09830     0.10000     0.10000
     0.99400     1.09840     1.09840     0.10000     0.10000
     0.99500     1.09850     1.09850     0.10000     0.10000
     0.99600     1.09860     1.09860     0.10000     0.10000
     0.99700     1.09870     1.09870     0.10000     0.10000
     0.99800     1.09880     1.09880     0.10000     0.10000
     0.99900     1.09890     1.09890     0.10000     0.10000
     1.00000     1.09900     1.09900     0.10000     0.10000
