           t              x              v    Energia_Cinetica
    65.10000       51.78800       -1.08000             0.58320
    65.20000       51.68000       -1.08000             0.58320
    65.30000       51.57200       -1.08000             0.58320
    65.40000       51.46400       -1.08000             0.58320
    65.50000       51.35600       -1.08000             0.58320
    65.60000       51.24800       -1.08000             0.58320
    65.70000       51.14000       -1.08000             0.58320
    65.80000       51.03200       -1.08000             0.58320
    65.90000       50.92400       -1.08000             0.58320
    66.00000       50.81600       -1.08000             0.58320
    66.10000       50.70800       -1.08000             0.58320
    66.20000       50.60000       -1.08000             0.58320
    66.30000       50.49200       -1.08000             0.58320
    66.40000       50.38400       -1.08000             0.58320
    66.50000       50.27600       -1.08000             0.58320
    66.60000       50.16800       -1.08000             0.58320
    66.70000       50.06000       -1.08000             0.58320
    66.80000       49.95200       -1.08000             0.58320
    66.90000       49.84400       -1.08000             0.58320
    67.00000       49.73600       -1.08000             0.58320
    67.10000       49.62800       -1.08000             0.58320
    67.20000       49.52000       -1.08000             0.58320
    67.30000       49.41200       -1.08000             0.58320
    67.40000       49.30400       -1.08000             0.58320
    67.50000       49.19600       -1.08000             0.58320
    67.60000       49.08800       -1.08000             0.58320
    67.70000       48.98000       -1.08000             0.58320
    67.80000       48.87200       -1.08000             0.58320
    67.90000       48.76400       -1.08000             0.58320
    68.00000       48.65600       -1.08000             0.58320
    68.10000       48.54800       -1.08000             0.58320
    68.20000       48.44000       -1.08000             0.58320
    68.30000       48.33200       -1.08000             0.58320
    68.40000       48.22400       -1.08000             0.58320
    68.50000       48.11600       -1.08000             0.58320
    68.60000       48.00800       -1.08000             0.58320
    68.70000       47.90000       -1.08000             0.58320
    68.80000       47.79200       -1.08000             0.58320
    68.90000       47.68400       -1.08000             0.58320
    69.00000       47.57600       -1.08000             0.58320
    69.10000       47.46800       -1.08000             0.58320
    69.20000       47.36000       -1.08000             0.58320
    69.30000       47.25200       -1.08000             0.58320
    69.40000       47.14400       -1.08000             0.58320
    69.50000       47.03600       -1.08000             0.58320
    69.60000       46.92800       -1.08000             0.58320
    69.70000       46.82000       -1.08000             0.58320
    69.80000       46.71200       -1.08000             0.58320
    69.90000       46.60400       -1.08000             0.58320
    70.00000       46.49600       -1.08000             0.58320
    70.10000       46.38800       -1.08000             0.58320
    70.20000       46.28000       -1.08000             0.58320
    70.30000       46.17200       -1.08000             0.58320
    70.40000       46.06400       -1.08000             0.58320
    70.50000       45.95600       -1.08000             0.58320
    70.60000       45.84800       -1.08000             0.58320
    70.70000       45.74000       -1.08000             0.58320
    70.80000       45.63200       -1.08000             0.58320
    70.90000       45.52400       -1.08000             0.58320
    71.00000       45.41600       -1.08000             0.58320
    71.10000       45.30800       -1.08000             0.58320
    71.20000       45.20000       -1.08000             0.58320
    71.30000       45.09200       -1.08000             0.58320
    71.40000       44.98400       -1.08000             0.58320
    71.50000       44.87600       -1.08000             0.58320
    71.60000       44.76800       -1.08000             0.58320
    71.70000       44.66000       -1.08000             0.58320
    71.80000       44.55200       -1.08000             0.58320
    71.90000       44.44400       -1.08000             0.58320
    72.00000       44.33600       -1.08000             0.58320
    72.10000       44.22800       -1.08000             0.58320
    72.20000       44.12000       -1.08000             0.58320
    72.30000       44.01200       -1.08000             0.58320
    72.40000       43.90400       -1.08000             0.58320
    72.50000       43.79600       -1.08000             0.58320
    72.60000       43.68800       -1.08000             0.58320
    72.70000       43.58000       -1.08000             0.58320
    72.80000       43.47200       -1.08000             0.58320
    72.90000       43.36400       -1.08000             0.58320
    73.00000       43.25600       -1.08000             0.58320
    73.10000       43.14800       -1.08000             0.58320
    73.20000       43.04000       -1.08000             0.58320
    73.30000       42.93200       -1.08000             0.58320
    73.40000       42.82400       -1.08000             0.58320
    73.50000       42.71600       -1.08000             0.58320
    73.60000       42.60800       -1.08000             0.58320
    73.70000       42.50000       -1.08000             0.58320
    73.80000       42.39200       -1.08000             0.58320
    73.90000       42.28400       -1.08000             0.58320
    74.00000       42.17600       -1.08000             0.58320
    74.10000       42.06800       -1.08000             0.58320
    74.20000       41.96000       -1.08000             0.58320
    74.30000       41.85200       -1.08000             0.58320
    74.40000       41.74400       -1.08000             0.58320
    74.50000       41.63600       -1.08000             0.58320
    74.60000       41.52800       -1.08000             0.58320
    74.70000       41.42000       -1.08000             0.58320
    74.80000       41.31200       -1.08000             0.58320
    74.90000       41.20400       -1.08000             0.58320
    75.00000       41.09600       -1.08000             0.58320
    75.10000       40.98800       -1.08000             0.58320
    75.20000       40.88000       -1.08000             0.58320
    75.30000       40.77200       -1.08000             0.58320
    75.40000       40.66400       -1.08000             0.58320
    75.50000       40.55600       -1.08000             0.58320
    75.60000       40.44800       -1.08000             0.58320
    75.70000       40.34000       -1.08000             0.58320
    75.80000       40.23200       -1.08000             0.58320
    75.90000       40.12400       -1.08000             0.58320
    76.00000       40.01600       -1.08000             0.58320
    76.10000       39.90800       -1.08000             0.58320
    76.20000       39.80000       -1.08000             0.58320
    76.30000       39.69200       -1.08000             0.58320
    76.40000       39.58400       -1.08000             0.58320
    76.50000       39.47600       -1.08000             0.58320
    76.60000       39.36800       -1.08000             0.58320
    76.70000       39.26000       -1.08000             0.58320
    76.80000       39.15200       -1.08000             0.58320
    76.90000       39.04400       -1.08000             0.58320
    77.00000       38.93600       -1.08000             0.58320
