           t              x              y              z             vz
     0.00000        0.00000        0.00000        0.00000        5.00000
     0.10000        0.50000        0.50000        0.40200        4.02000
     0.20000        1.00000        1.00000        0.70600        7.47858
     0.30000        0.87131        0.87131        1.35586        6.49858
     0.40000        0.74261        0.74261        1.90772        5.51858
     0.50000        0.61392        0.61392        2.36157        4.53858
     0.60000        0.48522        0.48522        2.71743        3.55858
     0.70000        0.35653        0.35653        2.97529        2.57858
     0.80000        0.22784        0.22784        3.13515        1.59858
     0.90000        0.09914        0.09914        3.19701        0.61858
     1.00000       -0.02955       -0.02955        3.16086       -0.36142
     1.10000       -0.15825       -0.15825        3.02672       -1.34142
     1.20000       -0.28694       -0.28694        2.79458       -2.32142
     1.30000       -0.41564       -0.41564        2.46444       -3.30142
     1.40000       -0.54433       -0.54433        2.03630       -4.28142
     1.50000       -0.67302       -0.67302        1.51015       -5.26142
     1.60000       -0.80172       -0.80172        0.88601       -6.24142
     1.70000       -0.93041       -0.93041        0.16387       -7.22142


         #xs             ys             zs
     2.63611        0.44191        1.08060
     2.78849        0.51320        1.08060
     2.93298        0.59934        1.08060
     3.06815        0.69948        1.08060
     3.19265        0.81262        1.08060
     3.30523        0.93761        1.08060
     3.40477        1.07323        1.08060
     3.49028        1.21810        1.08060
     3.56089        1.37079        1.08060
     3.61591        1.52976        1.08060
     3.65478        1.69343        1.08060
     3.67712        1.86017        1.08060

     3.78241        2.00000        0.90719
     3.77351        2.17794        0.90719
     3.74689        2.35411        0.90719
     3.70281        2.52674        0.90719
     3.64171        2.69410        0.90719
     3.56422        2.85454        0.90719
     3.47109        3.00643        0.90719
     3.36327        3.14826        0.90719
     3.24182        3.27863        0.90719
     3.10797        3.39621        0.90719
     2.96304        3.49985        0.90719
     2.80850        3.58850        0.90719
     2.64587        3.66128        0.90719
     2.47679        3.71746        0.90719
     2.30295        3.75648        0.90719
     2.12608        3.77795        0.90719
     1.94795        3.78165        0.90719
     1.77035        3.76756        0.90719
     1.59503        3.73580        0.90719
     1.42376        3.68670        0.90719
     1.25825        3.62075        0.90719
     1.10015        3.53860        0.90719
     0.95105        3.44108        0.90719
     0.81242        3.32916        0.90719
     0.68566        3.20396        0.90719
     0.57203        3.06673        0.90719
     0.47267        2.91884        0.90719
     0.38857        2.76177        0.90719
     0.32057        2.59709        0.90719
     0.26935        2.42644        0.90719
     0.23542        2.25153        0.90719
     0.21913        2.07411        0.90719
     0.22062        1.89595        0.90719
     0.23990        1.71883        0.90719
     0.27676        1.54452        0.90719
     0.33085        1.37476        0.90719
     0.40160        1.21125        0.90719
     0.48833        1.05561        0.90719
     0.59017        0.90942        0.90719
     0.70609        0.77412        0.90719
     0.83494        0.65106        0.90719
     0.97543        0.54149        0.90719
     1.12615        0.44649        0.90719
     1.28561        0.36701        0.90719
     1.45221        0.30385        0.90719
     1.62427        0.25764        0.90719
     1.80010        0.22883        0.90719
     1.97792        0.21772        0.90719
     2.15596        0.22442        0.90719
     2.33244        0.24886        0.90719
     2.50560        0.29080        0.90719
     2.67371        0.34981        0.90719
     2.83509        0.42532        0.90719
     2.98812        0.51655        0.90719
     3.13129        0.62261        0.90719
     3.26314        0.74243        0.90719
     3.38238        0.87482        0.90719
     3.48780        1.01845        0.90719
     3.57836        1.17189        0.90719
     3.65315        1.33360        0.90719
     3.71142        1.50197        0.90719
     3.75259        1.67531        0.90719
     3.77625        1.85190        0.90719

     3.86408        2.00000        0.72472
     3.85477        2.18610        0.72472
     3.82692        2.37034        0.72472
     3.78082        2.55087        0.72472
     3.71693        2.72591        0.72472
     3.63588        2.89369        0.72472
     3.53849        3.05254        0.72472
     3.42573        3.20087        0.72472
     3.29872        3.33721        0.72472
     3.15873        3.46018        0.72472
     3.00717        3.56857        0.72472
     2.84554        3.66128        0.72472
     2.67546        3.73739        0.72472
     2.49864        3.79615        0.72472
     2.31683        3.83696        0.72472
     2.13186        3.85941        0.72472
     1.94557        3.86328        0.72472
     1.75982        3.84854        0.72472
     1.57648        3.81533        0.72472
     1.39736        3.76398        0.72472
     1.22427        3.69500        0.72472
     1.05893        3.60909        0.72472
     0.90299        3.50710        0.72472
     0.75801        3.39005        0.72472
     0.62544        3.25912        0.72472
     0.50661        3.11560        0.72472
     0.40269        2.96093        0.72472
     0.31474        2.79667        0.72472
     0.24362        2.62444        0.72472
     0.19006        2.44598        0.72472
     0.15458        2.26306        0.72472
     0.13753        2.07751        0.72472
     0.13910        1.89119        0.72472
     0.15926        1.70595        0.72472
     0.19781        1.52365        0.72472
     0.25437        1.34611        0.72472
     0.32837        1.17511        0.72472
     0.41908        1.01234        0.72472
     0.52557        0.85945        0.72472
     0.64681        0.71795        0.72472
     0.78156        0.58926        0.72472
     0.92848        0.47467        0.72472
     1.08612        0.37531        0.72472
     1.25288        0.29220        0.72472
     1.42711        0.22614        0.72472
     1.60706        0.17781        0.72472
     1.79094        0.14768        0.72472
     1.97691        0.13606        0.72472
     2.16310        0.14307        0.72472
     2.34767        0.16863        0.72472
     2.52877        0.21249        0.72472
     2.70458        0.27421        0.72472
     2.87335        0.35317        0.72472
     3.03340        0.44859        0.72472
     3.18312        0.55951        0.72472
     3.32102        0.68482        0.72472
     3.44572        0.82327        0.72472
     3.55597        0.97348        0.72472
     3.65068        1.13395        0.72472
     3.72889        1.30306        0.72472
     3.78983        1.47915        0.72472
     3.83289        1.66043        0.72472
     3.85763        1.84511        0.72472

     3.92712        2.00000        0.53500
     3.91749        2.19239        0.53500
     3.88870        2.38286        0.53500
     3.84104        2.56950        0.53500
     3.77499        2.75045        0.53500
     3.69120        2.92391        0.53500
     3.59052        3.08813        0.53500
     3.47394        3.24148        0.53500
     3.34263        3.38243        0.53500
     3.19791        3.50956        0.53500
     3.04123        3.62161        0.53500
     2.87413        3.71746        0.53500
     2.69831        3.79615        0.53500
     2.51550        3.85689        0.53500
     2.32755        3.89908        0.53500
     2.13632        3.92229        0.53500
     1.94373        3.92629        0.53500
     1.75170        3.91105        0.53500
     1.56216        3.87672        0.53500
     1.37698        3.82363        0.53500
     1.19804        3.75232        0.53500
     1.02710        3.66350        0.53500
     0.86589        3.55807        0.53500
     0.71601        3.43706        0.53500
     0.57896        3.30170        0.53500
     0.45610        3.15333        0.53500
     0.34868        2.99343        0.53500
     0.25775        2.82361        0.53500
     0.18423        2.64556        0.53500
     0.12885        2.46106        0.53500
     0.09217        2.27195        0.53500
     0.07455        2.08013        0.53500
     0.07617        1.88751        0.53500
     0.09701        1.69601        0.53500
     0.13687        1.50754        0.53500
     0.19534        1.32400        0.53500
     0.27184        1.14721        0.53500
     0.36561        0.97894        0.53500
     0.47571        0.82088        0.53500
     0.60104        0.67459        0.53500
     0.74035        0.54155        0.53500
     0.89225        0.42308        0.53500
     1.05521        0.32037        0.53500
     1.22761        0.23444        0.53500
     1.40773        0.16615        0.53500
     1.59377        0.11619        0.53500
     1.78387        0.08504        0.53500
     1.97613        0.07303        0.53500
     2.16862        0.08027        0.53500
     2.35943        0.10670        0.53500
     2.54665        0.15204        0.53500
     2.72841        0.21585        0.53500
     2.90289        0.29748        0.53500
     3.06834        0.39612        0.53500
     3.22313        0.51079        0.53500
     3.36569        0.64034        0.53500
     3.49461        0.78348        0.53500
     3.60859        0.93876        0.53500
     3.70650        1.10466        0.53500
     3.78736        1.27950        0.53500
     3.85036        1.46153        0.53500
     3.89487        1.64895        0.53500
     3.92045        1.83988        0.53500

     3.97090        2.00000        0.33993
     3.96105        2.19676        0.33993
     3.93161        2.39156        0.33993
     3.88287        2.58244        0.33993
     3.81532        2.76750        0.33993
     3.72963        2.94490        0.33993
     3.62665        3.11285        0.33993
     3.50743        3.26969        0.33993
     3.37314        3.41384        0.33993
     3.22513        3.54386        0.33993
     3.06488        3.65845        0.33993
     2.89399        3.75648        0.33993
     2.71417        3.83696        0.33993
     2.52721        3.89908        0.33993
     2.33499        3.94222        0.33993
     2.13942        3.96596        0.33993
     1.94245        3.97006        0.33993
     1.74606        3.95447        0.33993
     1.55221        3.91936        0.33993
     1.36283        3.86506        0.33993
     1.17982        3.79213        0.33993
     1.00500        3.70130        0.33993
     0.84012        3.59347        0.33993
     0.68684        3.46971        0.33993
     0.54667        3.33127        0.33993
     0.42103        3.17953        0.33993
     0.31116        3.01600        0.33993
     0.21816        2.84232        0.33993
     0.14297        2.66023        0.33993
     0.08634        2.47154        0.33993
     0.04882        2.27813        0.33993
     0.03081        2.08195        0.33993
     0.03246        1.88495        0.33993
     0.05378        1.68910        0.33993
     0.09454        1.49635        0.33993
     0.15434        1.30864        0.33993
     0.23258        1.12784        0.33993
     0.32848        0.95575        0.33993
     0.44108        0.79409        0.33993
     0.56926        0.64448        0.33993
     0.71173        0.50842        0.33993
     0.86708        0.38726        0.33993
     1.03375        0.28221        0.33993
     1.21007        0.19433        0.33993
     1.39428        0.12449        0.33993
     1.58454        0.07339        0.33993
     1.77896        0.04153        0.33993
     1.97558        0.02925        0.33993
     2.17245        0.03666        0.33993
     2.36760        0.06368        0.33993
     2.55907        0.11006        0.33993
     2.74496        0.17531        0.33993
     2.92340        0.25880        0.33993
     3.09262        0.35968        0.33993
     3.25092        0.47696        0.33993
     3.39672        0.60945        0.33993
     3.52856        0.75584        0.33993
     3.64513        0.91465        0.33993
     3.74527        1.08432        0.33993
     3.82797        1.26313        0.33993
     3.89240        1.44930        0.33993
     3.93792        1.64098        0.33993
     3.96408        1.83624        0.33993

     3.99499        2.00000        0.14147
     3.98502        2.19917        0.14147
     3.95522        2.39634        0.14147
     3.90589        2.58956        0.14147
     3.83751        2.77689        0.14147
     3.75077        2.95645        0.14147
     3.64654        3.12646        0.14147
     3.52585        3.28521        0.14147
     3.38992        3.43112        0.14147
     3.24011        3.56273        0.14147
     3.07790        3.67873        0.14147
     2.90492        3.77795        0.14147
     2.72290        3.85941        0.14147
     2.53366        3.92229        0.14147
     2.33908        3.96596        0.14147
     2.14112        3.98999        0.14147
     1.94175        3.99414        0.14147
     1.74296        3.97836        0.14147
     1.54673        3.94282        0.14147
     1.35504        3.88786        0.14147
     1.16979        3.81404        0.14147
     0.99284        3.72209        0.14147
     0.82595        3.61294        0.14147
     0.67079        3.48767        0.14147
     0.52891        3.34754        0.14147
     0.40173        3.19395        0.14147
     0.29052        3.02842        0.14147
     0.19639        2.85262        0.14147
     0.12028        2.66830        0.14147
     0.06295        2.47730        0.14147
     0.02497        2.28153        0.14147
     0.00674        2.08295        0.14147
     0.00841        1.88354        0.14147
     0.02999        1.68530        0.14147
     0.07125        1.49020        0.14147
     0.13178        1.30019        0.14147
     0.21098        1.11718        0.14147
     0.30805        0.94298        0.14147
     0.42203        0.77935        0.14147
     0.55177        0.62791        0.14147
     0.69599        0.49019        0.14147
     0.85323        0.36755        0.14147
     1.02193        0.26122        0.14147
     1.20041        0.17226        0.14147
     1.38687        0.10156        0.14147
     1.57946        0.04984        0.14147
     1.77626        0.01760        0.14147
     1.97528        0.00516        0.14147
     2.17456        0.01266        0.14147
     2.37209        0.04002        0.14147
     2.56590        0.08696        0.14147
     2.75406        0.15301        0.14147
     2.93469        0.23752        0.14147
     3.10597        0.33963        0.14147
     3.26621        0.45834        0.14147
     3.41379        0.59245        0.14147
     3.54725        0.74063        0.14147
     3.66524        0.90139        0.14147
     3.76660        1.07312        0.14147
     3.85031        1.25412        0.14147
     3.91553        1.44257        0.14147
     3.96161        1.63659        0.14147
     3.98809        1.83424        0.14147

