           t              x              y              z             vz
     4.48803        3.53375        1.14726
     4.58455        3.53738        1.14726
     4.68023        3.55063        1.14726
     4.77411        3.57337        1.14726
     4.86525        3.60536        1.14726
     4.95274        3.64629        1.14726
     5.03571        3.69576        1.14726
     5.11332        3.75326        1.14726
     5.18481        3.81822        1.14726
     5.24945        3.88999        1.14726
     5.30661        3.96786        1.14726
     5.35570        4.05104        1.14726
     5.39625        4.13871        1.14726
     5.42784        4.22999        1.14726
     5.45016        4.32397        1.14726
     5.46299        4.41971        1.14726

     5.57603        4.50000        1.04506
     5.57066        4.60742        1.04506
     5.55459        4.71377        1.04506
     5.52797        4.81799        1.04506
     5.49109        4.91903        1.04506
     5.44431        5.01588        1.04506
     5.38809        5.10757        1.04506
     5.32300        5.19320        1.04506
     5.24968        5.27190        1.04506
     5.16887        5.34289        1.04506
     5.08138        5.40545        1.04506
     4.98808        5.45897        1.04506
     4.88991        5.50291        1.04506
     4.78784        5.53682        1.04506
     4.68289        5.56038        1.04506
     4.57612        5.57334        1.04506
     4.46858        5.57558        1.04506
     4.36136        5.56707        1.04506
     4.25552        5.54789        1.04506
     4.15213        5.51825        1.04506
     4.05221        5.47844        1.04506
     3.95677        5.42884        1.04506
     3.86675        5.36997        1.04506
     3.78306        5.30240        1.04506
     3.70654        5.22682        1.04506
     3.63794        5.14398        1.04506
     3.57796        5.05470        1.04506
     3.52719        4.95988        1.04506
     3.48614        4.86046        1.04506
     3.45522        4.75744        1.04506
     3.43473        4.65185        1.04506
     3.42490        4.54474        1.04506
     3.42580        4.43719        1.04506
     3.43744        4.33026        1.04506
     3.45969        4.22503        1.04506
     3.49234        4.12255        1.04506
     3.53506        4.02383        1.04506
     3.58742        3.92988        1.04506
     3.64889        3.84162        1.04506
     3.71887        3.75994        1.04506
     3.79666        3.68565        1.04506
     3.88147        3.61951        1.04506
     3.97246        3.56215        1.04506
     4.06873        3.51417        1.04506
     4.16930        3.47604        1.04506
     4.27318        3.44814        1.04506
     4.37932        3.43075        1.04506
     4.48667        3.42405        1.04506
     4.59415        3.42809        1.04506
     4.70069        3.44285        1.04506
     4.80523        3.46816        1.04506
     4.90672        3.50379        1.04506
     5.00414        3.54937        1.04506
     5.09653        3.60445        1.04506
     5.18295        3.66848        1.04506
     5.26255        3.74081        1.04506
     5.33454        3.82074        1.04506
     5.39818        3.90744        1.04506
     5.45285        4.00007        1.04506
     5.49800        4.09770        1.04506
     5.53318        4.19934        1.04506
     5.55803        4.30399        1.04506
     5.57231        4.41059        1.04506

     5.67499        4.50000        0.93241
     5.66912        4.61730        0.93241
     5.65157        4.73343        0.93241
     5.62251        4.84723        0.93241
     5.58224        4.95756        0.93241
     5.53115        5.06332        0.93241
     5.46976        5.16345        0.93241
     5.39868        5.25695        0.93241
     5.31862        5.34289        0.93241
     5.23039        5.42040        0.93241
     5.13485        5.48872        0.93241
     5.03297        5.54716        0.93241
     4.92577        5.59514        0.93241
     4.81431        5.63217        0.93241
     4.69971        5.65789        0.93241
     4.58312        5.67205        0.93241
     4.46569        5.67449        0.93241
     4.34861        5.66520        0.93241
     4.23304        5.64426        0.93241
     4.12014        5.61189        0.93241
     4.01103        5.56842        0.93241
     3.90681        5.51426        0.93241
     3.80852        5.44998        0.93241
     3.71713        5.37620        0.93241
     3.63357        5.29366        0.93241
     3.55866        5.20320        0.93241
     3.49316        5.10571        0.93241
     3.43772        5.00217        0.93241
     3.39290        4.89361        0.93241
     3.35913        4.78112        0.93241
     3.33677        4.66581        0.93241
     3.32603        4.54886        0.93241
     3.32701        4.43141        0.93241
     3.33972        4.31465        0.93241
     3.36402        4.19974        0.93241
     3.39967        4.08783        0.93241
     3.44632        3.98004        0.93241
     3.50349        3.87745        0.93241
     3.57062        3.78107        0.93241
     3.64704        3.69188        0.93241
     3.73198        3.61076        0.93241
     3.82459        3.53853        0.93241
     3.92395        3.47591        0.93241
     4.02906        3.42351        0.93241
     4.13889        3.38188        0.93241
     4.25232        3.35141        0.93241
     4.36822        3.33242        0.93241
     4.48544        3.32510        0.93241
     4.60281        3.32952        0.93241
     4.71915        3.34563        0.93241
     4.83330        3.37327        0.93241
     4.94412        3.41218        0.93241
     5.05050        3.46195        0.93241
     5.15138        3.52209        0.93241
     5.24576        3.59201        0.93241
     5.33268        3.67100        0.93241
     5.41128        3.75827        0.93241
     5.48078        3.85295        0.93241
     5.54048        3.95410        0.93241
     5.58978        4.06070        0.93241
     5.62819        4.17169        0.93241
     5.65533        4.28596        0.93241
     5.67093        4.40237        0.93241

     5.76221        4.50000        0.81045
     5.75590        4.62601        0.81045
     5.73705        4.75076        0.81045
     5.70583        4.87301        0.81045
     5.66257        4.99153        0.81045
     5.60769        5.10513        0.81045
     5.54174        5.21270        0.81045
     5.46539        5.31314        0.81045
     5.37939        5.40545        0.81045
     5.28460        5.48872        0.81045
     5.18197        5.56211        0.81045
     5.07253        5.62489        0.81045
     4.95737        5.67643        0.81045
     4.83764        5.71621        0.81045
     4.71453        5.74384        0.81045
     4.58928        5.75904        0.81045
     4.46314        5.76167        0.81045
     4.33737        5.75169        0.81045
     4.21322        5.72920        0.81045
     4.09194        5.69443        0.81045
     3.97474        5.64772        0.81045
     3.86278        5.58955        0.81045
     3.75719        5.52049        0.81045
     3.65902        5.44123        0.81045
     3.56926        5.35257        0.81045
     3.48879        5.25540        0.81045
     3.41843        5.15067        0.81045
     3.35887        5.03944        0.81045
     3.31072        4.92282        0.81045
     3.27445        4.80198        0.81045
     3.25043        4.67812        0.81045
     3.23889        4.55248        0.81045
     3.23995        4.42632        0.81045
     3.25360        4.30089        0.81045
     3.27970        4.17745        0.81045
     3.31800        4.05724        0.81045
     3.36811        3.94145        0.81045
     3.42952        3.83124        0.81045
     3.50164        3.72771        0.81045
     3.58372        3.63190        0.81045
     3.67497        3.54476        0.81045
     3.77445        3.46717        0.81045
     3.88119        3.39989        0.81045
     3.99411        3.34361        0.81045
     4.11208        3.29888        0.81045
     4.23393        3.26616        0.81045
     4.35844        3.24576        0.81045
     4.48436        3.23789        0.81045
     4.61044        3.24263        0.81045
     4.73542        3.25994        0.81045
     4.85804        3.28964        0.81045
     4.97709        3.33143        0.81045
     5.09136        3.38490        0.81045
     5.19973        3.44951        0.81045
     5.30111        3.52461        0.81045
     5.39449        3.60946        0.81045
     5.47892        3.70321        0.81045
     5.55358        3.80492        0.81045
     5.61771        3.91358        0.81045
     5.67067        4.02809        0.81045
     5.71193        4.14732        0.81045
     5.74109        4.27007        0.81045
     5.75784        4.39512        0.81045

     5.83681        4.50000        0.68039
     5.83013        4.63346        0.68039
     5.81016        4.76558        0.68039
     5.77710        4.89505        0.68039
     5.73128        5.02058        0.68039
     5.67316        5.14090        0.68039
     5.60332        5.25482        0.68039
     5.52245        5.36120        0.68039
     5.43137        5.45897        0.68039
     5.33098        5.54716        0.68039
     5.22228        5.62489        0.68039
     5.10637        5.69138        0.68039
     4.98440        5.74596        0.68039
     4.85760        5.78810        0.68039
     4.72721        5.81736        0.68039
     4.59456        5.83346        0.68039
     4.46097        5.83624        0.68039
     4.32776        5.82567        0.68039
     4.19627        5.80185        0.68039
     4.06782        5.76502        0.68039
     3.94369        5.71556        0.68039
     3.82512        5.65395        0.68039
     3.71329        5.58081        0.68039
     3.60931        5.49687        0.68039
     3.51424        5.40297        0.68039
     3.42902        5.30004        0.68039
     3.35450        5.18913        0.68039
     3.29143        5.07133        0.68039
     3.24043        4.94782        0.68039
     3.20201        4.81983        0.68039
     3.17657        4.68865        0.68039
     3.16435        4.55559        0.68039
     3.16547        4.42196        0.68039
     3.17993        4.28912        0.68039
     3.20757        4.15839        0.68039
     3.24813        4.03107        0.68039
     3.30120        3.90843        0.68039
     3.36625        3.79171        0.68039
     3.44263        3.68206        0.68039
     3.52957        3.58059        0.68039
     3.62620        3.48830        0.68039
     3.73157        3.40612        0.68039
     3.84461        3.33487        0.68039
     3.96421        3.27526        0.68039
     4.08915        3.22789        0.68039
     4.21821        3.19323        0.68039
     4.35007        3.17162        0.68039
     4.48344        3.16329        0.68039
     4.61697        3.16832        0.68039
     4.74933        3.18665        0.68039
     4.87920        3.21810        0.68039
     5.00528        3.26236        0.68039
     5.12632        3.31899        0.68039
     5.24109        3.38742        0.68039
     5.34846        3.46696        0.68039
     5.44736        3.55683        0.68039
     5.53679        3.65612        0.68039
     5.61585        3.76384        0.68039
     5.68377        3.87891        0.68039
     5.73986        4.00020        0.68039
     5.78357        4.12647        0.68039
     5.81444        4.25648        0.68039
     5.83219        4.38893        0.68039

     5.89806        4.50000        0.54354
     5.89107        4.63957        0.54354
     5.87019        4.77775        0.54354
     5.83562        4.91315        0.54354
     5.78770        5.04443        0.54354
     5.72691        5.17027        0.54354
     5.65387        5.28940        0.54354
     5.56929        5.40065        0.54354
     5.47404        5.50291        0.54354
     5.36905        5.59514        0.54354
     5.25537        5.67643        0.54354
     5.13415        5.74596        0.54354
     5.00660        5.80305        0.54354
     4.87398        5.84711        0.54354
     4.73762        5.87772        0.54354
     4.59889        5.89456        0.54354
     4.45918        5.89746        0.54354
     4.31987        5.88641        0.54354
     4.18236        5.86150        0.54354
     4.04802        5.82298        0.54354
     3.91820        5.77125        0.54354
     3.79420        5.70682        0.54354
     3.67724        5.63033        0.54354
     3.56851        5.54254        0.54354
     3.46908        5.44434        0.54354
     3.37995        5.33670        0.54354
     3.30202        5.22070        0.54354
     3.23605        5.09750        0.54354
     3.18272        4.96833        0.54354
     3.14254        4.83448        0.54354
     3.11593        4.69729        0.54354
     3.10315        4.55813        0.54354
     3.10433        4.41839        0.54354
     3.11945        4.27946        0.54354
     3.14836        4.14274        0.54354
     3.19078        4.00958        0.54354
     3.24628        3.88133        0.54354
     3.31431        3.75926        0.54354
     3.39418        3.64459        0.54354
     3.48510        3.53846        0.54354
     3.58617        3.44195        0.54354
     3.69636        3.35600        0.54354
     3.81459        3.28149        0.54354
     3.93966        3.21915        0.54354
     4.07033        3.16960        0.54354
     4.20530        3.13336        0.54354
     4.34320        3.11076        0.54354
     4.48268        3.10205        0.54354
     4.62233        3.10730        0.54354
     4.76076        3.12647        0.54354
     4.89658        3.15937        0.54354
     5.02844        3.20566        0.54354
     5.15501        3.26488        0.54354
     5.27505        3.33644        0.54354
     5.38734        3.41963        0.54354
     5.49076        3.51361        0.54354
     5.58429        3.61745        0.54354
     5.66698        3.73011        0.54354
     5.73801        3.85046        0.54354
     5.79667        3.97730        0.54354
     5.84237        4.10936        0.54354
     5.87467        4.24533        0.54354
     5.89322        4.38384        0.54354

     5.94534        4.50000        0.40125
     5.93812        4.64429        0.40125
     5.91653        4.78714        0.40125
     5.88078        4.92713        0.40125
     5.83124        5.06284        0.40125
     5.76840        5.19293        0.40125
     5.69289        5.31610        0.40125
     5.60545        5.43111        0.40125
     5.50698        5.53682        0.40125
     5.39844        5.63217        0.40125
     5.28092        5.71621        0.40125
     5.15560        5.78810        0.40125
     5.02373        5.84711        0.40125
     4.88663        5.89267        0.40125
     4.74566        5.92431        0.40125
     4.60224        5.94172        0.40125
     4.45780        5.94472        0.40125
     4.31378        5.93329        0.40125
     4.17162        5.90754        0.40125
     4.03274        5.86772        0.40125
     3.89853        5.81424        0.40125
     3.77033        5.74763        0.40125
     3.64942        5.66855        0.40125
     3.53701        5.57780        0.40125
     3.43422        5.47627        0.40125
     3.34208        5.36499        0.40125
     3.26151        5.24507        0.40125
     3.19331        5.11771        0.40125
     3.13817        4.98417        0.40125
     3.09664        4.84580        0.40125
     3.06913        4.70397        0.40125
     3.05591        4.56010        0.40125
     3.05713        4.41563        0.40125
     3.07276        4.27200        0.40125
     3.10265        4.13066        0.40125
     3.14650        3.99300        0.40125
     3.20388        3.86041        0.40125
     3.27421        3.73421        0.40125
     3.35678        3.61566        0.40125
     3.45078        3.50595        0.40125
     3.55526        3.40617        0.40125
     3.66919        3.31731        0.40125
     3.79141        3.24028        0.40125
     3.92071        3.17583        0.40125
     4.05580        3.12461        0.40125
     4.19533        3.08714        0.40125
     4.33790        3.06378        0.40125
     4.48209        3.05477        0.40125
     4.62647        3.06021        0.40125
     4.76957        3.08002        0.40125
     4.90999        3.11403        0.40125
     5.04631        3.16189        0.40125
     5.17716        3.22311        0.40125
     5.30126        3.29709        0.40125
     5.41735        3.38309        0.40125
     5.52427        3.48026        0.40125
     5.62095        3.58761        0.40125
     5.70644        3.70407        0.40125
     5.77987        3.82849        0.40125
     5.84052        3.95962        0.40125
     5.88777        4.09615        0.40125
     5.92115        4.23671        0.40125
     5.94034        4.37991        0.40125

     5.97817        4.50000        0.25495
     5.97079        4.64757        0.25495
     5.94871        4.79367        0.25495
     5.91215        4.93683        0.25495
     5.86149        5.07563        0.25495
     5.79722        5.20867        0.25495
     5.71999        5.33464        0.25495
     5.63057        5.45227        0.25495
     5.52985        5.56038        0.25495
     5.41885        5.65789        0.25495
     5.29866        5.74384        0.25495
     5.17049        5.81736        0.25495
     5.03563        5.87772        0.25495
     4.89541        5.92431        0.25495
     4.75124        5.95667        0.25495
     4.60456        5.97447        0.25495
     4.45684        5.97754        0.25495
     4.30955        5.96585        0.25495
     4.16416        5.93952        0.25495
     4.02212        5.89880        0.25495
     3.88486        5.84410        0.25495
     3.75375        5.77597        0.25495
     3.63009        5.69510        0.25495
     3.51513        5.60228        0.25495
     3.41000        5.49845        0.25495
     3.31577        5.38465        0.25495
     3.23337        5.26200        0.25495
     3.16362        5.13174        0.25495
     3.10723        4.99517        0.25495
     3.06475        4.85365        0.25495
     3.03662        4.70860        0.25495
     3.02310        4.56146        0.25495
     3.02435        4.41371        0.25495
     3.04033        4.26682        0.25495
     3.07090        4.12227        0.25495
     3.11575        3.98148        0.25495
     3.17443        3.84588        0.25495
     3.24636        3.71681        0.25495
     3.33081        3.59557        0.25495
     3.42695        3.48336        0.25495
     3.53380        3.38131        0.25495
     3.65031        3.29044        0.25495
     3.77531        3.21166        0.25495
     3.90755        3.14575        0.25495
     4.04571        3.09337        0.25495
     4.18841        3.05504        0.25495
     4.33422        3.03115        0.25495
     4.48169        3.02194        0.25495
     4.62934        3.02749        0.25495
     4.77570        3.04776        0.25495
     4.91930        3.08254        0.25495
     5.05872        3.13148        0.25495
     5.19255        3.19410        0.25495
     5.31946        3.26976        0.25495
     5.43819        3.35772        0.25495
     5.54754        3.45709        0.25495
     5.64642        3.56688        0.25495
     5.73385        3.68599        0.25495
     5.80895        3.81324        0.25495
     5.87098        3.94735        0.25495
     5.91930        4.08698        0.25495
     5.95344        4.23073        0.25495
     5.97306        4.37718        0.25495

     5.99624        4.50000        0.10611
     5.98877        4.64937        0.10611
     5.96642        4.79726        0.10611
     5.92942        4.94217        0.10611
     5.87813        5.08266        0.10611
     5.81308        5.21734        0.10611
     5.73490        5.34484        0.10611
     5.64439        5.46391        0.10611
     5.54244        5.57334        0.10611
     5.43008        5.67205        0.10611
     5.30842        5.75904        0.10611
     5.17869        5.83346        0.10611
     5.04218        5.89456        0.10611
     4.90024        5.94172        0.10611
     4.75431        5.97447        0.10611
     4.60584        5.99249        0.10611
     4.45631        5.99560        0.10611
     4.30722        5.98377        0.10611
     4.16005        5.95711        0.10611
     4.01628        5.91589        0.10611
     3.87734        5.86053        0.10611
     3.74463        5.79157        0.10611
     3.61946        5.70971        0.10611
     3.50309        5.61576        0.10611
     3.39668        5.51066        0.10611
     3.30129        5.39546        0.10611
     3.21789        5.27132        0.10611
     3.14729        5.13946        0.10611
     3.09021        5.00122        0.10611
     3.04721        4.85798        0.10611
     3.01873        4.71115        0.10611
     3.00505        4.56221        0.10611
     3.00631        4.41266        0.10611
     3.02249        4.26397        0.10611
     3.05344        4.11765        0.10611
     3.09883        3.97514        0.10611
     3.15823        3.83788        0.10611
     3.23104        3.70724        0.10611
     3.31652        3.58451        0.10611
     3.41383        3.47094        0.10611
     3.52199        3.36764        0.10611
     3.63992        3.27566        0.10611
     3.76645        3.19591        0.10611
     3.90031        3.12919        0.10611
     4.04016        3.07617        0.10611
     4.18460        3.03738        0.10611
     4.33219        3.01320        0.10611
     4.48146        3.00387        0.10611
     4.63092        3.00950        0.10611
     4.77907        3.03001        0.10611
     4.92443        3.06522        0.10611
     5.06555        3.11476        0.10611
     5.20101        3.17814        0.10611
     5.32948        3.25473        0.10611
     5.44965        3.34376        0.10611
     5.56034        3.44434        0.10611
     5.66043        3.55547        0.10611
     5.74893        3.67604        0.10611
     5.82495        3.80484        0.10611
     5.88773        3.94059        0.10611
     5.93665        4.08193        0.10611
     5.97121        4.22744        0.10611
     5.99107        4.37568        0.10611

